phrase	length	count
хиландарска 	1	27
мике 	1	27
град 	1	27
вук караџић 	2	27
stanica 	1	27
булевар војводе мишића 	3	27
вишњића 	1	27
dom zdravlja 	2	27
марије бурсаћ 	2	27
глишића 	1	27
старине новака 	2	27
јадранска 	1	27
цвијићева 	1	27
стајића 	1	26
масарикова 	1	26
македонска 	1	26
црква св. 	2	26
колубарска 	1	26
братства и јединства 	3	26
лајоша 	1	26
unicredit 	1	26
младена стојановића 	2	26
јаноша 	1	26
hotel 	1	26
општина 	1	26
кончара 	1	26
паркинг 	1	26
божидара 	1	26
osnovna škola 	2	26
братства и 	2	26
bajram 	1	26
kuvendi 	1	26
краљице 	1	26
save 	1	25
филипа вишњића 	2	25
јерковић 	1	25
делчева 	1	25
петра првог 	2	25
радована 	1	25
shkolla e 	2	25
др ивана рибара 	3	25
vuka 	1	25
гоце 	1	25
соње маринковић 	2	25
марковић 	1	25
ribara 	1	25
гоце делчева 	2	25
pub 	1	25
ракића 	1	25
краља петра првог 	3	25
борска 	1	25
дрварска 	1	25
vëllezërit 	1	25
кућа 	1	25
gashi 	1	25
lole 	1	25
ивана рибара 	2	25
josipa 	1	25
др ивана 	2	25
српске 	1	24
lole ribara 	2	24
партизански пут 	2	24
рада 	1	24
pijaca 	1	24
стевана синђелића 	2	24
михајловића 	1	24
e kombit 	2	24
амбуланта 	1	24
наде 	1	24
ismail 	1	24
боже 	1	24
bardhyl osmani 	2	24
полицијска станица 	2	24
gjon 	1	24
нушићева 	1	24
unicredit bank 	2	24
браће југовића 	2	24
карађорђа 	1	24
svetozara 	1	24
bioče 	1	24
јожефа 	1	24
вардарска 	1	24
милоја 	1	24
методија 	1	24
kombit 	1	24
rijeka 	1	24
индустријска 	1	24
и методија 	2	24
стеријина 	1	24
капетана 	1	24
крушевачка 	1	24
бунар 	1	24
еко 	1	24
mbreti 	1	23
omv 	1	23
ridvan 	1	23
пилота михаила 	2	23
водоводска 	1	23
кнез михајлова 	2	23
европе 	1	23
ади 	1	23
љубомира 	1	23
јанковића 	1	23
војвођанских 	1	23
митровића 	1	23
војске 	1	23
cetinje 	1	23
kod 	1	23
дубровачка 	1	23
ћирила и 	2	23
космајска 	1	23
јаше 	1	23
михаила петровића 	2	23
кнегиње 	1	23
михајлова 	1	23
маринковића 	1	23
ive 	1	23
партизанских 	1	23
булевар уметности 	2	23
пилота михаила петровића 	3	23
булевар арсенија 	2	23
milana 	1	23
nis petrol 	2	23
ћирила 	1	23
shala 	1	23
булевар европе 	2	23
дучића 	1	23
позориште 	1	23
ћирила и методија 	3	23
булевар арсенија чарнојевића 	3	23
едварда 	1	23
мачкатица 	1	22
љубише 	1	22
pizzeria 	1	22
kosova 	1	22
мостарска 	1	22
тепића 	1	22
qazimi 	1	22
сајлово 	1	22
војвођанских бригада 	2	22
трг николе 	2	22
здравка 	1	22
нушића 	1	22
бранислава нушића 	2	22
ridvan qazimi 	2	22
миладина 	1	22
батаљона 	1	22
јована дучића 	2	22
у 	1	22
дечанска 	1	22
трг ослобођења 	2	22
проте матеје 	2	22
данила киша 	2	22
скадарска 	1	22
суд 	1	22
слободе 	1	22
матеје 	1	22
цетињска 	1	22
југ богдана 	2	22
jula 	1	22
драгана 	1	22
бранко 	1	22
раде кончара 	2	22
nikšićki 	1	21
suroi 	1	21
василија 	1	21
proleterske brigade 	2	21
станојевића 	1	21
булевар ослободилаца чачка 	3	21
коче 	1	21
благоја 	1	21
тадеуша 	1	21
савића 	1	21
симића 	1	21
sezai 	1	21
беле 	1	21
мол 	1	21
браће јерковић 	2	21
intesa 	1	21
булевар николе 	2	21
the 	1	21
степановића 	1	21
антића 	1	21
кошћушка 	1	21
србије 	1	21
октобар 	1	21
hoxha 	1	21
pizza 	1	21
јули 	1	21
кајмакчаланска 	1	21
familjare 	1	21
живојина мишића 	2	21
мирка 	1	21
бор 	1	21
партизанске 	1	21
шпанских 	1	21
ослободилаца чачка 	2	21
културе 	1	21
